span	size	face	marker	line	page
degrees.	12.0	0	-1	579	24
Figure 28.	12.0	0	-1	580	24
Front Spray Bar with Wings extended on an Armored M1083A1P2	12.0	0	-1	580	24
<img0044>	-1.0	-1	-1	581	24
VMDS Technical and Operators Manual	9.960000038146973	0	-1	582	25
ver 2019.2.l	9.960000038146973	0	-1	582	25
25	12.0	0	2	583	25
Figure 29.	12.0	0	-1	584	25
Front Spray Bar with Wings extended on an M1083 (without armor)	12.0	0	-1	584	25
1.2.6	12.0	1	0	585	25
Rear Spray Bar (RSB)	12.0	1	-1	585	25
The Rear Spray Bar (RSB) can be mounted on the rear of the truck or the trailer using the same	12.0	0	-1	586	25
mounting bracket.  The RSB is made of stainless steel and the nozzles point downward (near	12.0	0	-1	587	25
vertical) and the outer nozzles point outward from the sides.  The RSB is approximately 8-feet	12.0	0	-1	588	25
long overall and will spray a pattern approximately 16-feet wide.  When mounted on the trailer,	12.0	0	-1	589	25
the RSB is fed by two 1 in. diameter hoses with Orange Bands that are connected with a 1-inch to	12.0	0	-1	590	25
1-inch male-male adapter that is stored in the De-Icer Kit/Accessory Box.	12.0	0	-1	591	25
Both hoses must be	12.0	0	-1	591	25
connected to reach the rear bumper of the trailer A single RSB hose will reach the rear bumper of	12.0	0	-1	592	25
the truck.	12.0	0	-1	593	25
There is a bolt on the bottom of each of the two RSB brackets where the operator can	12.0	0	-1	593	25
adjust the angle of the RSB to ensure the nozzles are pointing downward as much as possible.  The	12.0	0	-1	594	25
brackets are equipped with 1 in. diameter pins to fasten the RSB brackets to the rear clevis fixtures	12.0	0	-1	595	25
on the truck or the trailer.	12.0	0	-1	596	25
Figure 30.	12.0	0	-1	597	25
Rear Spray Bar on rear of M1083	12.0	0	-1	597	25
1.2.7	12.0	1	0	598	25
De-Icer Kit/Accessory Box	12.0	1	-1	598	25
A Pelican® Model 1660 case is included with the system for storing and securing nozzles, small	12.0	0	-1	599	25
parts and the tank De-Icer Kit.  The De-Icer consists of an Inverter and NATO slave power cord	12.0	0	-1	600	25
(permanently attached), an extension cord, and 4 De-Icers.  The red De-Icers are used to thaw or	12.0	0	-1	601	25
prevent freezing of water in the system tank(s).  Use 1-2 De-Icers per tank.  The inverter is powered	12.0	0	-1	602	25
from the vehicle’s 24-28 VDC NATO slave connector but can be powered by exterior power	12.0	0	-1	603	25
sources as well.	12.0	0	-1	604	25
<img0045>	-1.0	-1	-1	605	25
<img0046>	-1.0	-1	-1	606	25
<img0047>	-1.0	-1	-1	607	25
VMDS Technical and Operators Manual	9.960000038146973	0	-1	608	26
ver 2019.2.l	9.960000038146973	0	-1	608	26
26	12.0	0	2	609	26
Figure 31.	12.0	0	-1	610	26
De-Icer Kit in the Accessory Box	12.0	0	-1	610	26
1.2.8	12.0	1	0	611	26
Fuel Container and Gauge	12.0	1	-1	611	26
The VMDS Power Unit uses a 5 gallon “jerry” fuel can with a VMDS fuel line/cap that includes	12.0	0	-1	612	26
a fuel level indicator; “F” denotes full, “E” denotes empty.	12.0	0	-1	613	26
The jerry/fuel can is seated in a holder	12.0	0	-1	613	26
and must be secured by the strap before system operation and/or transport.  There is a check valve	12.0	0	-1	614	26
at the bottom of the siphon tube on the fuel cap system to reduce loss of fuel prime to the engine	12.0	0	-1	615	26
making startups after storage or transportation easier.	12.0	0	-1	616	26
WARNING!	12.0	1	-1	617	26
Avoid allowing fuel level to fall below ¼ tank.	12.0	0	-1	617	26
The Power Unit will shut	12.0	0	-1	617	26
down without fuel, and fuel system damage may occur.	12.0	0	-1	618	26
Running the fuel rail or filters dry	12.0	0	-1	618	26
will eventually damage the fuel pump and fuel injectors.	12.0	0	-1	619	26
WARNING!	12.0	1	-1	620	26
Always secure jerry/fuel can with straps before system operation and/or	12.0	0	-1	620	26
transport.	12.0	0	-1	621	26
Figure 32.	12.0	0	-1	622	26
Plastic 5-Gallon “Jerry Cans” and attachment to the Power Unit Platform	12.0	0	-1	622	26
(Jerry cans are not supplied with the VMDS system)	9.960000038146973	0	-1	623	26
<img0048>	-1.0	-1	-1	624	26
<img0049>	-1.0	-1	-1	625	26
<img0050>	-1.0	-1	-1	626	26
<img0051>	-1.0	-1	-1	627	26
<img0052>	-1.0	-1	-1	628	26
<img0053>	-1.0	-1	-1	629	26
VMDS Technical and Operators Manual	9.960000038146973	0	-1	630	27
ver 2019.2.l	9.960000038146973	0	-1	630	27
27	12.0	0	2	631	27
2.0	12.0	1	0	632	27
LOCATION AND DESCRIPTION OF OPERATOR CONTROLS AND INDICATORS	12.0	1	-1	632	27
The VMDS is an uncomplicated system with intuitive operator controls and indicators, all of which	12.0	0	-1	633	27
are clearly labeled with their function and, if applicable, adjustments.	12.0	0	-1	634	27
This section provides the	12.0	0	-1	634	27
operator with the location of all controls and indicators as well as description their function(s).	12.0	0	-1	635	27
Figure 33.	11.039999961853027	0	-1	636	27
Front Control Panel of Power Unit	11.039999961853027	0	-1	636	27
REF #	9.960000038146973	1	-1	637	27
Control/Indicator	9.960000038146973	1	-1	637	27
Function	9.960000038146973	1	-1	637	27
1	9.960000038146973	0	2	638	27
Pump Control Valve	9.960000038146973	0	-1	638	27
The Pump Control turns the main system pump on and off.	9.960000038146973	0	-1	638	27
This control has 2	9.960000038146973	0	-1	638	27
distinct positions and should only be placed in the full ON or full OFF positions,	9.960000038146973	0	-1	639	27
not in between.The “D” next to the ON valve position indicates that this control	9.960000038146973	0	-1	640	27
should be placed in the ON position when drafting water from an off-board source.	9.960000038146973	0	-1	641	27
2	9.960000038146973	0	2	642	27
Serial Number	9.960000038146973	0	-1	642	27
This is the serial number of the VMDS system.	9.960000038146973	0	-1	642	27
3	9.960000038146973	0	2	643	27
Air Compressor Gauges	9.960000038146973	0	-1	643	27
•	9.960000038146973	0	1	644	27
Oil Temperature (max	9.960000038146973	0	-1	645	27
318	9.960000038146973	0	-1	646	27
o	6.480000019073486	0	-1	646	27
F)	9.960000038146973	0	-1	646	27
•	9.960000038146973	0	1	647	27
Air Pressure (max 115	9.960000038146973	0	-1	648	27
psi)	9.960000038146973	0	-1	649	27
These gauges indicate compressor oil pressure and air temperature.	9.960000038146973	0	-1	650	27
Operators	9.960000038146973	0	-1	650	27
should observe them and ensure that the needles remain below the maximum	9.960000038146973	0	-1	651	27
temperature and pressure ranges.	9.960000038146973	0	-1	652	27
If either needle reads above the maximum	9.960000038146973	0	-1	652	27
setting, the PLC should automatically shut down the Power Unit.  If you observe	9.960000038146973	0	-1	653	27
the gauges reading above the maximum values and the engine is still running, shut	9.960000038146973	0	-1	654	27
the Power Unit down and refer to Section 13.0 of this manual.	9.960000038146973	0	-1	655	27
4	9.960000038146973	0	2	656	27
Warning LED Lights	9.960000038146973	0	-1	656	27
Indicators of engine status and potential problems.  See Sections 2.2 and 13.0	9.960000038146973	0	-1	656	27
manual.	9.960000038146973	0	-1	657	27
5	9.960000038146973	0	2	658	27
Programmable Logic Control	9.960000038146973	0	-1	658	27
(PLC)	9.960000038146973	0	-1	659	27
This is the display that monitors the power unit’s operating functions as described	9.960000038146973	0	-1	660	27
in Section 2.2 of this  manual.	9.960000038146973	0	-1	661	27
6	9.960000038146973	0	2	662	27
Warning/Operations Labels	9.960000038146973	0	-1	662	27
Adhere to all warning and operations labels, both located on the Instrument Panel	9.960000038146973	0	-1	662	27
and within this manual.	9.960000038146973	0	-1	663	27
7	9.960000038146973	0	2	664	27
Air Control Valve	9.960000038146973	0	-1	664	27
Proportions the air-to-solution ratios specific to foaming solutions.	9.960000038146973	0	-1	664	27
During	9.960000038146973	0	-1	664	27
operation of the VMDS using anything BUT foaming solutions, this valve should	9.960000038146973	0	-1	665	27
be set in the WET/OFF position.	9.960000038146973	0	-1	666	27
The “D” next to the ON/WET valve position	9.960000038146973	0	-1	666	27
indicates that this control should be placed in the ON/WET position when drafting	9.960000038146973	0	-1	667	27
water from an off-board source.	9.960000038146973	0	-1	668	27
8	9.960000038146973	0	2	669	27
Selector Valves 1 & 2	9.960000038146973	0	-1	669	27
These two valves control the operations of the VMDS.	9.960000038146973	0	-1	670	27
Push to turn and select	9.960000038146973	1	-1	670	27
function.	9.960000038146973	1	-1	671	27
See Section 2.1 of this manual.	9.960000038146973	0	-1	671	27
<img0054>	-1.0	-1	-1	672	27
<img0055>	-1.0	-1	-1	673	27
3.	9.0	1	2	674	27
Air Compressor Gauges	9.0	1	-1	674	27
<img0056>	-1.0	-1	-1	675	27
1.	9.0	1	2	676	27
Pump Control Valve	9.0	1	-1	676	27
<img0057>	-1.0	-1	-1	677	27
5.	9.960000038146973	1	2	678	27
Programmable Logic Control	9.0	1	-1	678	27
<img0058>	-1.0	-1	-1	679	27
7.	9.0	1	-1	680	27
Air Control Valve	9.0	1	-1	680	27
<img0059>	-1.0	-1	-1	681	27
8.	9.0	1	2	682	27
Selector Valves 1 & 2	9.0	1	-1	682	27
PUSH TO TURN	9.0	1	-1	683	27
(FUNCTIONS)	9.0	1	-1	684	27
<img0060>	-1.0	-1	-1	685	27
4.	9.960000038146973	1	2	686	27
Warning LED Lights	9.0	1	-1	686	27
<img0061>	-1.0	-1	-1	687	27
2.	9.0	1	2	688	27
Serial	9.0	1	-1	688	27
Number	9.0	1	-1	688	27
<img0062>	-1.0	-1	-1	689	27
6.	9.0	1	2	690	27
Warning/Operations Labels	9.0	1	-1	690	27
VMDS Technical and Operators Manual	9.960000038146973	0	-1	691	28
ver 2019.2.l	9.960000038146973	0	-1	691	28
28	12.0	0	2	692	28
(Continuing 2.0 – Location and Description of Operator Controls and Indicators)	12.0	1	-1	693	28
Figure 34.	11.039999961853027	0	-1	694	28
Front Controls and Outputs on Power Unit	11.039999961853027	0	-1	694	28
REF #	9.960000038146973	1	-1	695	28
Control/Indicator	9.960000038146973	1	-1	695	28
Function	9.960000038146973	1	-1	695	28
9	9.960000038146973	0	2	696	28
Line 1 Discharge	9.960000038146973	0	-1	696	28
Used for fluid discharge with 1.5 in. hose.	9.960000038146973	0	-1	696	28
10	9.960000038146973	0	2	697	28
Line 2 Discharge	9.960000038146973	0	-1	697	28
Used for fluid discharge with 1.5 in. hose.	9.960000038146973	0	-1	697	28
11	9.960000038146973	0	2	698	28
Compressed Air Ports	9.960000038146973	0	-1	698	28
The VMDS compressor supplies 90-100 psi of air to operate	9.960000038146973	0	-1	698	28
pneumatic equipment.	9.960000038146973	0	-1	699	28
Air lines can be connected to these auxiliary	9.960000038146973	0	-1	699	28
ports to supply power to external pneumatic equipment. (i.e., the	9.960000038146973	0	-1	700	28
Intelagard Macaw Backpack). Air lines for these ports are supplied	9.960000038146973	0	-1	701	28
separately.	9.960000038146973	0	-1	702	28
12	9.960000038146973	0	2	703	28
Engine Oil Drain	9.960000038146973	0	-1	703	28
Discharge for engine oil.	9.960000038146973	0	-1	703	28
13	9.960000038146973	0	2	704	28
Main Access Panel	9.960000038146973	0	-1	704	28
Used for PMCS access	9.960000038146973	0	-1	705	28
. Removal of this door automatically	9.960000038146973	1	-1	705	28
disables power unit.	9.960000038146973	1	-1	706	28
14	9.960000038146973	0	2	707	28
Draft Input	9.960000038146973	0	-1	707	28
The Draft port is used to connect to a bulk liquid source (or drop	9.960000038146973	0	-1	707	28
into a natural source) for filling the VMDS tank(s) The vertical	9.960000038146973	0	-1	708	28
(single Blue Band) and horizontal drafting (dual Blue Bands) hose	9.960000038146973	0	-1	709	28
which connects to this Camlock port are standard.	9.960000038146973	0	-1	710	28
15	9.960000038146973	0	2	711	28
Fuel Cap/Gauge	9.960000038146973	0	-1	711	28
The fuel gauge is incorporated into the “jerry can” cap.	9.960000038146973	0	-1	711	28
Use Diesel	9.960000038146973	0	-1	711	28
Fuel ONLY!	9.960000038146973	0	-1	712	28
NOTE:	11.039999961853027	1	-1	713	28
Engine will stop if Main Access Panel is removed.	11.039999961853027	0	-1	713	28
This is a critical safety feature of the VMDS	11.039999961853027	0	-1	713	28
system.	11.039999961853027	0	-1	714	28
Do not attempt to bypass this safeguard.	11.039999961853027	0	-1	714	28
<img0063>	-1.0	-1	-1	715	28
9.	9.0	1	2	716	28
Line 1 Discharge	9.0	1	-1	716	28
13.	9.0	1	2	717	28
Main Access Panel	9.0	1	-1	717	28
12.	9.0	1	2	718	28
Engine Oil Drain	9.0	1	-1	718	28
11.	9.0	1	2	719	28
Compressor Air Ports	9.0	1	-1	719	28
10.	9.0	1	2	720	28
Line 2	9.0	1	-1	720	28
Discharge	9.0	1	-1	721	28
14.	9.0	1	2	722	28
Draft Input	9.0	1	-1	722	28
15.	9.0	1	2	723	28
Fuel Cap/Gauge	9.0	1	-1	723	28
VMDS Technical and Operators Manual	9.960000038146973	0	-1	724	29
ver 2019.2.l	9.960000038146973	0	-1	724	29
29	12.0	0	2	725	29
(Continuing 2.0 – Location and Description of Operator Controls and Indicators)	12.0	1	-1	726	29
Figure 35.	11.039999961853027	0	-1	727	29
Right End of Power Unit	11.039999961853027	0	-1	727	29
REF #	9.960000038146973	1	-1	728	29
Control/Indicator	9.960000038146973	1	-1	728	29
Function	9.960000038146973	1	-1	728	29
16	9.960000038146973	0	2	729	29
Tie Down (2 of 4)	9.960000038146973	0	-1	729	29
There are 4 tie downs located on the top of the power unit.	9.960000038146973	0	-1	729	29
These	9.960000038146973	0	-1	729	29
are intended for use to restrain the power module to the bed of the	9.960000038146973	0	-1	730	29
transporting vehicle.	9.960000038146973	0	-1	731	29
Tie down straps are provided with the VMDS.	9.960000038146973	0	-1	731	29
The tie-downs are not used when securing the Power Unit to the	9.960000038146973	0	-1	732	29
vehicle with the Power Unit Platform.	9.960000038146973	0	-1	733	29
See Section 5.2 of this	9.960000038146973	0	-1	733	29
manual.	9.960000038146973	0	-1	734	29
17	9.960000038146973	0	2	735	29
Side Access Panel	9.960000038146973	0	-1	735	29
For removal during routine maintenance and troubleshooting of the	9.960000038146973	0	-1	735	29
compressor.	9.960000038146973	0	-1	736	29
18	9.960000038146973	0	2	737	29
Compressor Oil Sight Glasses	9.960000038146973	0	-1	737	29
There are 2 compressor oil sight glasses used to check compressor	9.960000038146973	0	-1	737	29
oil level.	9.960000038146973	0	-1	738	29
The lower glass should always be flooded whether the	9.960000038146973	0	-1	738	29
system is running or not.	9.960000038146973	0	-1	739	29
When the system is not running, the upper	9.960000038146973	0	-1	739	29
sight glass should have a visible line of compressor oil across it.	9.960000038146973	0	-1	740	29
When the system is running, the upper glass cannot be checked	9.960000038146973	0	-1	741	29
since the oil is being pulled into the compressor.	9.960000038146973	0	-1	742	29
19	9.960000038146973	0	2	743	29
Compressor Oil Drain	9.960000038146973	0	-1	743	29
Drain for compressor oil.	9.960000038146973	0	-1	743	29
20	9.960000038146973	0	2	744	29
Do Not Touch/Contact CLS	9.960000038146973	0	-1	744	29
Do not touch.	9.960000038146973	0	-1	744	29
Contact CLS – this is the belt adjustment nut for	9.960000038146973	0	-1	744	29
tightening the belt tension.	9.960000038146973	0	-1	745	29
21	9.960000038146973	0	2	746	29
Cooling Fan	9.960000038146973	0	-1	746	29
When the VMDS is running, the fan runs to cool the internal	9.960000038146973	0	-1	746	29
components of the system as needed.	9.960000038146973	0	-1	747	29
Keep fingers and other objects	9.960000038146973	0	-1	747	29
out of fan!	9.960000038146973	0	-1	748	29
<img0064>	-1.0	-1	-1	749	29
16.	9.0	1	2	750	29
Tie Down	9.0	1	-1	750	29
16.	9.0	1	2	751	29
Tie Down	9.0	1	-1	751	29
17.	9.0	1	2	752	29
Side Access	9.0	1	-1	752	29
Panel	9.0	1	-1	753	29
18.	9.0	1	2	754	29
Compressor	9.0	1	-1	754	29
Oil Sight Glasses	9.0	1	-1	755	29
19.	9.0	1	2	756	29
Compressor	9.0	1	-1	756	29
Oil Drain	9.0	1	-1	757	29
20.	9.0	1	2	758	29
Do Not Touch	9.0	1	-1	758	29
Contact CLS	9.0	1	-1	759	29
21.	9.0	1	2	760	29
Cooling Fan	9.0	1	-1	760	29
VMDS Technical and Operators Manual	9.960000038146973	0	-1	761	30
ver 2019.2.l	9.960000038146973	0	-1	761	30
30	12.0	0	2	762	30
(Continuing 2.0 – Location and Description of Operator Controls and Indicators)	12.0	1	-1	763	30
Figure 36.	11.039999961853027	0	-1	764	30
Rear Outputs and Connections, Power Unit	11.039999961853027	0	-1	764	30
REF #	9.960000038146973	1	-1	765	30
Control/Indicator	9.960000038146973	1	-1	765	30
Function	9.960000038146973	1	-1	765	30
22	9.960000038146973	0	2	766	30
Front Spray Bar	9.960000038146973	0	-1	766	30
Port for connection of 1 in. hose to Front Spray Bar.	9.960000038146973	0	-1	766	30
23	9.960000038146973	0	2	767	30
Rear Spray Bar	9.960000038146973	0	-1	767	30
Port for connection of 1 in. hose to Rear Spray Bar.	9.960000038146973	0	-1	767	30
24	9.960000038146973	0	2	768	30
Monitor	9.960000038146973	0	-1	768	30
Port for connection of 1.5 in. hose to Monitor	9.960000038146973	0	-1	768	30
25	9.960000038146973	0	2	769	30
Monitor Electrical Connection	9.960000038146973	0	-1	769	30
Connector for wired remote for Monitor	9.960000038146973	0	-1	769	30
26	9.960000038146973	0	2	770	30
Agitator	9.960000038146973	0	-1	770	30
Port for connection of 1 in. hose to Agitator	9.960000038146973	0	-1	770	30
27	9.960000038146973	0	2	771	30
Draft Output	9.960000038146973	0	-1	771	30
Port for connection of 1.5 in. hose for Draft	9.960000038146973	0	-1	771	30
28	9.960000038146973	0	2	772	30
Fuel Input	9.960000038146973	0	-1	772	30
Port for fuel intake.	9.960000038146973	0	-1	772	30
USE DIESEL FUEL ONLY!	9.960000038146973	0	-1	772	30
29	9.960000038146973	0	2	773	30
Fuel Output	9.960000038146973	0	-1	773	30
Port for fuel output.	9.960000038146973	0	-1	773	30
USE DIESEL FUEL ONLY!	9.960000038146973	0	-1	773	30
30	9.960000038146973	0	2	774	30
Fluid Input	9.960000038146973	0	-1	774	30
Port for 1.5 in. hose for Fluid Input from tank(s)	9.960000038146973	0	-1	774	30
25.	9.0	1	2	775	30
Monitor Electrical Connection	9.0	1	-1	775	30
26.	9.0	1	2	776	30
Agitator	9.0	1	-1	776	30
27.	9.0	1	2	777	30
Draft Output	9.0	1	-1	777	30
22.	9.0	1	2	778	30
Front Spray Bar	9.0	1	-1	778	30
23.	9.0	1	2	779	30
Rear Spray Bar	9.0	1	-1	779	30
24.	9.0	1	2	780	30
Monitor	9.0	1	-1	780	30
28.	9.0	1	2	781	30
Fuel Input	9.0	1	-1	781	30
29.	9.0	1	2	782	30
Fuel Output	9.0	1	-1	782	30
30.	9.0	1	2	783	30
Fluid Input	9.0	1	-1	783	30
<img0065>	-1.0	-1	-1	784	30
VMDS Technical and Operators Manual	9.960000038146973	0	-1	785	31
ver 2019.2.l	9.960000038146973	0	-1	785	31
31	12.0	0	2	786	31
(Continuing 2.0 – Location and Description of Operator Controls and Indicators)	12.0	1	-1	787	31
Figure 37.	11.039999961853027	0	-1	788	31
Rear of Power Unit	11.039999961853027	0	-1	788	31
REF #	9.960000038146973	1	-1	789	31
Control/Indicator	9.960000038146973	1	-1	789	31
Function	9.960000038146973	1	-1	789	31
31	9.960000038146973	0	2	790	31
Radiator Cap	9.960000038146973	0	-1	790	31
Add coolant here if necessary.	9.960000038146973	0	-1	790	31
Check coolant reservoir inside power	9.960000038146973	0	-1	790	31
unit for levels before adding additional coolant.	9.960000038146973	0	-1	791	31
Cap may be very hot	9.960000038146973	0	-1	791	31
to the touch.	9.960000038146973	0	-1	792	31
Wait for it to cool before opening!	9.960000038146973	0	-1	792	31
32	9.960000038146973	0	2	793	31
Radiator Air Intake	9.960000038146973	0	-1	793	31
Air intake for radiator.	9.960000038146973	0	-1	793	31
Stand clear and do not block.	9.960000038146973	0	-1	793	31
31.	9.0	1	2	794	31
Radiator Cap	9.0	1	-1	794	31
32.	9.0	1	2	795	31
Radiator Air Intake	9.0	1	-1	795	31
<img0066>	-1.0	-1	-1	796	31
VMDS Technical and Operators Manual	9.960000038146973	0	-1	797	32
ver 2019.2.l	9.960000038146973	0	-1	797	32
32	12.0	0	2	798	32
Figure 38.	11.039999961853027	0	-1	799	32
Left End of Power Unit	11.039999961853027	0	-1	799	32
REF #	9.960000038146973	1	-1	800	32
Control/Indicator	9.960000038146973	1	-1	800	32
Function	9.960000038146973	1	-1	800	32
33	9.960000038146973	0	2	801	32
Tie Down (2 of 4)	9.960000038146973	0	-1	801	32
There are 4 tie downs located on the top of the power unit.	9.960000038146973	0	-1	801	32
These are	9.960000038146973	0	-1	801	32
intended for use to restrain the power module to the bed of the	9.960000038146973	0	-1	802	32
transporting vehicle.	9.960000038146973	0	-1	803	32
Tie down straps are provided with the VMDS.	9.960000038146973	0	-1	803	32
The	9.960000038146973	0	-1	803	32
tie-downs are not used when securing the Power Unit to the vehicle with	9.960000038146973	0	-1	804	32
the Power Unit Platform.	9.960000038146973	0	-1	805	32
See Section 5.2 of this manual.	9.960000038146973	0	-1	805	32
34	9.960000038146973	0	2	806	32
Battery Box	9.960000038146973	0	-1	806	32
Location for the system’s 12 volt battery, fuse box, emergency kill	9.960000038146973	0	-1	806	32
switches (2) and automatic battery charger (not shown).	9.960000038146973	0	-1	807	32
35	9.960000038146973	0	2	808	32
Pump Access Panel	9.960000038146973	0	-1	808	32
Access for system pump.	9.960000038146973	0	-1	808	32
Any attempt to open or tamper with pump will	9.960000038146973	0	-1	808	32
void system warranties	9.960000038146973	0	-1	809	32
. Install and secure the Pump Access Panel before	9.960000038146973	0	-1	809	32
operating the system.	9.960000038146973	0	-1	810	32
33.	9.0	1	2	811	32
Tie Down	9.0	1	-1	811	32
33.	9.0	1	2	812	32
Tie Down	9.0	1	-1	812	32
34.	9.0	1	2	813	32
Battery Box	9.0	1	-1	813	32
35.	9.0	1	2	814	32
Pump Access Panel	9.0	1	-1	814	32
<img0067>	-1.0	-1	-1	815	32
VMDS Technical and Operators Manual	9.960000038146973	0	-1	816	33
ver 2019.2.l	9.960000038146973	0	-1	816	33
33	12.0	0	2	817	33
(Continuing 2.0 – Location and Description of Operator Controls and Indicators)	12.0	1	-1	818	33
Figure 39.	11.039999961853027	0	-1	819	33
Tank Connection Points	11.039999961853027	0	-1	819	33
REF #	9.960000038146973	1	-1	820	33
Control/Indicator	9.960000038146973	1	-1	820	33
Function	9.960000038146973	1	-1	820	33
36	9.960000038146973	0	2	821	33
Agitator Connector	9.960000038146973	0	-1	821	33
Connector for 1 in.	9.960000038146973	0	-1	821	33
AGITATOR hose.	9.960000038146973	0	-1	821	33
Used to mix decontaminant	9.960000038146973	0	-1	821	33
material with water in tank.	9.960000038146973	0	-1	822	33
Agitator must always run while	9.960000038146973	0	-1	822	33
decontaminant is in tank to prevent clumping.	9.960000038146973	0	-1	823	33
37	9.960000038146973	0	2	824	33
Hopper/Blender Connector	9.960000038146973	0	-1	824	33
Connector for 1.5 in.	9.960000038146973	0	-1	824	33
HOPPER hose.	9.960000038146973	0	-1	824	33
Used to fill tank with water in	9.960000038146973	0	-1	824	33
DRAFT mode when connected to water source.	9.960000038146973	0	-1	825	33
38	9.960000038146973	0	2	826	33
Fluid Out/Drain Valve	9.960000038146973	0	-1	826	33
Connector for SUCTION MAIN hose; connects to power unit to	9.960000038146973	0	-1	826	33
supply fluid from tank.	9.960000038146973	0	-1	827	33
This port also serves as the drain for the tank.	9.960000038146973	0	-1	827	33
39	9.960000038146973	0	2	828	33
Tank Selector Valve	9.960000038146973	0	-1	828	33
Designates which tank (truck or trailer) the VMDS is pulling water	9.960000038146973	0	-1	828	33
from.	9.960000038146973	0	-1	829	33
36.	9.0	1	2	830	33
Agitator Connector	9.0	1	-1	830	33
37.	9.0	1	2	831	33
Hopper/Blender	9.0	1	-1	831	33
Connector	9.0	1	-1	832	33
38.	9.0	1	2	833	33
Fluid Out/Drain	9.0	1	-1	833	33
Valve	9.0	1	-1	834	33
<img0068>	-1.0	-1	-1	835	33
<img0069>	-1.0	-1	-1	836	33
39.	9.0	1	2	837	33
Tank Selector Valve	9.0	1	-1	837	33
<img0070>	-1.0	-1	-1	838	33
VMDS Technical and Operators Manual	9.960000038146973	0	-1	839	34
ver 2019.2.l	9.960000038146973	0	-1	839	34
34	12.0	0	2	840	34
Figure 40.	12.0	0	-1	841	34
Monitor Configuration Items and Controls	12.0	0	-1	841	34
REF #	9.960000038146973	1	-1	842	34
Control/Indicator	9.960000038146973	1	-1	842	34
Function	9.960000038146973	1	-1	842	34
40	9.960000038146973	0	2	843	34
‘Blabber’ Tip	9.960000038146973	0	-1	843	34
Actuator which controls the fan pattern of liquid dispersed by the	9.960000038146973	0	-1	843	34
monitor.	9.960000038146973	0	-1	844	34
41	9.960000038146973	0	2	845	34
Stream & Fog Nozzle	9.960000038146973	0	-1	845	34
Delivery nozzle for the monitor.	9.960000038146973	0	-1	845	34
42	9.960000038146973	0	2	846	34
Halo	9.960000038146973	0	-1	846	34
Acts as a protector of the monitor in the event the stanchion should	9.960000038146973	0	-1	846	34
become unbalanced and fall.	9.960000038146973	0	-1	847	34
43	9.960000038146973	0	2	848	34
Small Junction Box	9.960000038146973	0	-1	848	34
Electrical connections for monitor controller.	9.960000038146973	0	-1	848	34
44	9.960000038146973	0	2	849	34
Manual Control	9.960000038146973	0	-1	849	34
Left/Right	9.960000038146973	0	-1	850	34
Manual control of right and left movement of the nozzle.	9.960000038146973	0	-1	851	34
45	9.960000038146973	0	2	852	34
Manual Control	9.960000038146973	0	-1	852	34
Up/Down	9.960000038146973	0	-1	853	34
Manual control of up and down movement of the nozzle.	9.960000038146973	0	-1	854	34
46	9.960000038146973	0	2	855	34
Monitor Hose (Purple)	9.960000038146973	0	-1	855	34
Connection	9.960000038146973	0	-1	856	34
Connection point for purple banded monitor hose.	9.960000038146973	0	-1	857	34
47	9.960000038146973	0	2	858	34
Stanchion Pin	9.960000038146973	0	-1	858	34
Controls placement of the telescoping stanchion.	9.960000038146973	0	-1	858	34
Remove when	9.960000038146973	0	-1	858	34
raising or lowering and replace the Stanchion Pin when it is in the	9.960000038146973	0	-1	859	34
desired position.	9.960000038146973	0	-1	860	34
<img0071>	-1.0	-1	-1	861	34
<img0072>	-1.0	-1	-1	862	34
<img0073>	-1.0	-1	-1	863	34
<img0074>	-1.0	-1	-1	864	34
40.	9.0	0	2	865	34
‘Blabber’ Tip	9.0	0	-1	865	34
41.	9.0	0	2	866	34
Stream &	9.0	0	-1	866	34
Fog Nozzle	9.0	0	-1	867	34
46.	9.0	0	2	868	34
Monitor Hose	9.0	0	-1	868	34
Connection	9.0	0	-1	869	34
42.	9.0	0	2	870	34
Halo	9.0	0	-1	870	34
45.	9.0	0	2	871	34
Manual	9.0	0	-1	871	34
Control Up/Down	9.0	0	-1	872	34
44.	9.0	0	2	873	34
Manual Control	9.0	0	-1	873	34
Left/Right	9.0	0	-1	874	34
43.	9.0	0	2	875	34
Small	9.0	0	-1	875	34
Junction Box	9.0	0	-1	876	34
47.	9.0	0	2	877	34
Stanchion Pin	9.0	0	-1	877	34
VMDS Technical and Operators Manual	9.960000038146973	0	-1	878	35
ver 2019.2.l	9.960000038146973	0	-1	878	35
35	12.0	0	2	879	35
Figure 41.  Monitor Remote Joystick and Controls	12.0	0	-1	880	35
REF #	9.960000038146973	1	-1	881	35
Control/Indicator	9.960000038146973	1	-1	881	35
Function	9.960000038146973	1	-1	881	35
48	9.960000038146973	0	2	882	35
Water Valve On/Off	9.960000038146973	0	-1	882	35
Controls water flow when in ‘Remote’ mode.	9.960000038146973	0	-1	882	35
49	9.960000038146973	0	2	883	35
Stream/Fog Switch	9.960000038146973	0	-1	883	35
Controls fan stream on nozzle.	9.960000038146973	0	-1	883	35
50	9.960000038146973	0	2	884	35
Power On/Off	9.960000038146973	0	-1	884	35
Power switch for monitor.	9.960000038146973	0	-1	884	35
51	9.960000038146973	0	2	885	35
Joystick	9.960000038146973	0	-1	885	35
