prefix	c0	content	size	face	marker	line	page	x0	y0	x1	y1	caption	mask	spacing	chunk	group	type	section	subsection	subsubsection	title	section_tag	image_url
	<img0022>	<img0022>	-1.0	-1	-1	360	16	30.27161741568372	47.72321912977431	93.6087016186683	73.39832036182135	0	1	-34.7	238	57	0	7	2	1		11	
	<img0023>	<img0023>	-1.0	-1	-1	361	16	27.04248366013072	16.060605675283107	72.7124183006536	41.256313131313135	0	1	-57.3	239	57	0	7	2	1		11	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	362	17	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-36.9	240	57	0	7	2	1		11	
17			12.0	0	2	363	17	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	241	57	0	7	2	1		11	
	Figure 6.	Figure 6. Compressor	12.0	0	-1	364	17	41.478759167241115	26.3313120061701	59.01143691119026	28.352523572517164	1	0	-67.5	242	57	0	7	2	1		11	data/dod/vmds_TM/images/img0023.jpg
1.2.1.3	Pneumatic Pump	Pneumatic Pump :	12.0	1	0	365	17	17.65032624886706	46.666917897234065	37.498366910647725	48.765405982431744	0	0	18.3	243	57	0	7	2	1		11	
•	Flow: ~90-95 gal (max) per minute (When working in	Flow: ~90-95 gal (max) per minute (When working in	12.0	0	1	366	17	20.591502719455296	48.46843372691762	67.34150406581904	50.55025274103338	0	0	-0.3	244	58	2	7	2	1		11	
	conjunction with the compressed air foam (CAF)	conjunction with the compressed air foam (CAF)	12.0	0	-1	367	17	23.532680436676625	50.25934546884864	67.36437728981566	52.28055703519571	0	0	-0.3	244	58	2	7	2	1		11	
	components, pump flow is reduced by as much as 35%)	components, pump flow is reduced by as much as 35%)	12.0	0	-1	368	17	23.532680436676625	52.00176816998106	67.36437728981566	54.022979736328125	0	0	-0.3	244	58	2	7	2	1		11	
•	Pressure: ~100 psi	Pressure: ~100 psi	12.0	0	1	369	17	20.591502719455296	53.81944444444445	38.96895514594184	55.901263458560216	0	0	-0.2	245	58	2	7	2	1		11	
•	Stainless-steel body, aluminum pumping cylinder	Stainless-steel body, aluminum pumping cylinder	12.0	0	1	370	17	20.591502719455296	55.66793114247949	68.10947493010876	57.749750156595255	0	0	-0.2	246	58	2	7	2	1		11	
	(center)	(center)	12.0	0	-1	371	17	23.532680436676625	57.44368813254617	30.120914434295855	59.464899698893234	0	0	-0.3	246	58	2	7	2	1		11	
	Figure 8.	Figure 8. Pneumatic Pump	12.0	0	-1	372	17	43.47875757155076	60.895203099106304	67.59967180638532	62.97702211322207	1	0	1.4	246	58	2	7	2	1		11	data/dod/vmds_TM/images/img0024.jpg
1.2.1.4	Programmable Logic Control	Programmable Logic Control	9.960000038146973	1	0	373	17	17.65032624886706	69.66323081893151	46.088055380029616	71.39491842250632	0	0	6.7	247	59	0	7	2	1		11	
•	Pre-programmed	Pre-programmed	12.0	0	1	374	17	20.591502719455296	71.16792466905382	37.32189602322049	73.24974753639916	0	0	-0.2	248	60	2	7	2	1		11	
•	Preset engine and compressor controls	Preset engine and compressor controls	12.0	0	1	375	17	20.591502719455296	73.01641136708886	54.20425016116473	75.09823423443419	0	0	-0.2	249	60	2	7	2	1		11	
•	One button push, to start and stop the Power Unit	One button push, to start and stop the Power Unit	12.0	0	1	376	17	20.591502719455296	74.86868193655303	62.81535828035641	76.95050480389837	0	0	-0.2	250	60	2	7	2	1		11	
	Figure 9.	Figure 9. Programmable Logic Control	12.0	0	-1	377	17	35.32189512564466	80.12929588857324	66.48202534594567	82.1505074549203	1	0	3.2	250	60	2	7	2	1		11	data/dod/vmds_TM/images/img0024.jpg
1.2.1.5	Fuel and Water Separator with Pump/Primer	Fuel and Water Separator with Pump/Primer	9.960000038146973	1	0	378	17	17.65032624886706	85.37913621074021	57.699166092218135	87.11082381431503	0	0	3.2	251	61	0	7	2	1		11	
•	Parker/Racor R20P	Parker/Racor R20P	12.0	0	1	379	17	20.591502719455296	86.88332914101957	39.22385670780356	88.96515200836491	0	0	-0.2	252	62	2	7	2	1		11	
	<img0024>	<img0024>	-1.0	-1	-1	380	17	38.23529411764706	30.118687947591148	60.45751633986928	42.99747582637903	0	1	-58.8	253	63	0	7	2	1		11	
	<img0025>	<img0025>	-1.0	-1	-1	381	17	22.58994407903135	8.624243495440243	63.31195706635519	25.536176893446182	0	1	-34.4	254	63	0	7	2	1		11	
	Figure 7.	Figure 7. Engine and Compressor Base Placement	12.0	0	-1	382	17	30.258168737872754	43.78964973218513	70.12908536624285	45.8108612985322	1	0	18.3	255	63	0	7	2	1		11	data/dod/vmds_TM/images/img0025.jpg
	<img0026>	<img0026>	-1.0	-1	-1	383	17	67.45097839754392	69.92298473011364	86.86274110881332	81.93055740510574	0	1	24.1	256	63	0	7	2	1		11	
	<img0027>	<img0027>	-1.0	-1	-1	384	17	68.00000059838389	46.65151268544823	89.95588714001225	65.1477235736269	0	1	-35.3	257	63	0	7	2	1		11	
	<img0028>	<img0028>	-1.0	-1	-1	385	17	69.05228857900582	47.47095975008878	89.02777378855188	64.42171732584636	0	1	-17.7	258	63	0	7	2	1		11	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	386	18	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-60.0	259	63	0	7	2	1		11	
18			12.0	0	2	387	18	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	260	63	0	7	2	1		11	
	Figure 10.  Fuel/Water Separator	Figure 10.  Fuel/Water Separator	12.0	0	-1	388	18	32.49346415201823	18.77070532904731	58.874182607613356	20.791916895394376	1	0	-75.1	261	63	0	7	2	1		11	data/dod/vmds_TM/images/img0028.jpg
1.2.1.6	Power Unit Platform	Power Unit Platform	9.960000038146973	1	0	389	18	17.65032624886706	27.459951843878237	39.16648166631562	29.191633667608706	0	0	6.7	262	63	0	7	2	1		11	
	The Power Unit is affixed to an 80-inch wide X 60-inch long platform used to anchor the Power	The Power Unit is affixed to an 80-inch wide X 60-inch long platform used to anchor the Power	12.0	0	-1	390	18	11.768627790064594	30.634344467008958	88.73203252655229	32.65555795997081	0	0	1.4	263	64	1	7	2	1		11	
	Unit to the bed of the truck.	Unit to the bed of the truck. Only lift the Power Unit/Platform with extended forks from the driver’s	12.0	0	-1	391	18	11.768627790064594	32.516918760357484	88.73889399509804	34.53813032670455	0	0	-0.1	263	64	1	7	2	1		11	
	side of the vehicle or the tailgate end of the platform.  The platform must be strapped down to the	side of the vehicle or the tailgate end of the platform.  The platform must be strapped down to the	12.0	0	-1	392	18	11.768627790064594	34.39570725566209	88.73496460758783	36.41691882200916	0	0	-0.1	263	64	1	7	2	1		11	
	bed of the truck for transit.	bed of the truck for transit.	12.0	0	-1	393	18	11.768627790064594	36.2744957509667	33.77287621591606	38.38661656235204	0	0	-0.1	263	64	1	7	2	1		11	
	WARNING: WHEN USING A FORKLIFT TO LIFT THE POWER UNIT	WARNING: WHEN USING A FORKLIFT TO LIFT THE POWER UNIT	12.0	1	-1	394	18	23.532680436676625	39.18207341974432	88.68954727073121	41.28055765171244	0	0	0.8	264	64	1	7	2	1		11	
	PLATFORM, EXTENDED FORKS (AT LEAST 72 INCHES LONG) MUST	PLATFORM, EXTENDED FORKS (AT LEAST 72 INCHES LONG) MUST	12.0	1	-1	395	18	23.39542363983354	41.06086191504893	88.73987135544321	43.15934614701705	0	0	-0.2	264	64	1	7	2	1		11	
	BE USED.	BE USED. INSERT FORKS UNDER THE POWER UNIT PLATFORM FOR	12.0	1	-1	396	18	23.39542363983354	42.939642703894414	88.74182607613358	45.038130789092094	0	0	-0.2	264	64	1	7	2	1		11	
	PROPER WEIGHT DISTRIBUTION!	PROPER WEIGHT DISTRIBUTION! FAILURE TO USE THE CORRECT	12.0	1	-1	397	18	23.39542363983354	44.818431199199026	88.72516108494179	46.916919284396705	0	0	-0.2	264	64	1	7	2	1		11	
	FORKS MAY RESULT IN INJURY AND SYSTEM DAMAGE.	FORKS MAY RESULT IN INJURY AND SYSTEM DAMAGE.	12.0	1	-1	398	18	23.39542363983354	46.69721969450363	77.93791029188368	48.79570777970131	0	0	-0.2	264	64	1	7	2	1		11	
	1.2.2 750 Gallon Tank:	1.2.2 750 Gallon Tank: Weight empty ~ 1000 lbs; Weight full (with water)  ~ 7500 lbs	12.0	1	-1	399	18	11.768627790064594	52.47146529380721	81.15359536962572	54.58358610519255	0	0	3.7	265	65	0	7	2	2	Gallon Tank	12	
	Overall Dimensions (with skid): 92 in.	Overall Dimensions (with skid): 92 in. L x 80 in. W x 43.5 in. H (without storage basket).  Actual	12.0	0	-1	400	18	11.768627790064594	55.36793024853023	88.73790666168811	57.38914181487729	0	0	0.8	266	66	1	7	2	2		12	
	dimensions of the tank: (outside-to-outside) 68 in.	dimensions of the tank: (outside-to-outside) 68 in. L x 78 in. W x 36 in. H.  The hoses are stored	12.0	0	-1	401	18	11.768627790064594	57.24671874383483	88.72516108494179	59.2679303101819	0	0	-0.1	266	66	1	7	2	2		12	
	in the baskets on top of the tanks to allow them to dry properly.  Hoses are described in detail in	in the baskets on top of the tanks to allow them to dry properly.  Hoses are described in detail in	12.0	0	-1	402	18	11.768627790064594	59.125507239139445	88.68432138480392	61.14671880548651	0	0	-0.1	266	66	1	7	2	2		12	
	Section 10 of this manual.	Section 10 of this manual.	12.0	0	-1	403	18	11.768627790064594	61.00429573444406	33.28268013748468	63.02550730079112	0	0	-0.1	266	66	1	7	2	2		12	
	Figure 11.	Figure 11. 750-Gallon Tank with Guides for the Tie-Down Straps, and Basket	12.0	0	-1	404	18	19.356209000730825	87.02273128008602	81.13398832433364	89.04394284643308	1	0	24.0	267	66	1	7	2	2		12	data/dod/vmds_TM/images/img0029.jpg
	(Inspection/Cleanout Ports are not shown)	(Inspection/Cleanout Ports are not shown)	12.0	0	-1	405	18	33.439541486353654	88.90151977539062	67.05065459207772	90.9227313417377	0	0	-0.1	267	66	1	7	2	2		12	
	<img0029>	<img0029>	-1.0	-1	-1	406	18	59.83660330180249	9.70328263562135	78.8480422076057	23.523989590731535	0	1	-81.2	268	67	0	7	2	2		12	
	<img0030>	<img0030>	-1.0	-1	-1	407	18	11.764705882352942	41.467169559363164	21.911765703188827	48.43686807035196	0	1	17.9	269	67	0	7	2	2		12	
	<img0031>	<img0031>	-1.0	-1	-1	408	18	22.54901960784314	64.12626709600892	77.45098039215686	85.5151552142519	0	1	15.7	270	67	0	7	2	2		12	
	<img0032>	<img0032>	-1.0	-1	-1	409	18	44.509802924262154	78.24242331764916	57.47058843475541	79.69697123826153	0	1	-7.3	271	67	0	7	2	2		12	
	Plastic Guides	Plastic Guides	9.960000038146973	0	-1	410	18	45.69444344713797	78.11264654602668	55.90849733041003	79.79025021947996	0	0	-1.6	272	67	0	7	2	2		12	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	411	19	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-75.4	273	67	0	7	2	2		12	
19			12.0	0	2	412	19	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	274	67	0	7	2	2		12	
	There are 6 plastic guides welded on top of the tank to indicate proper positioning of tie-down	There are 6 plastic guides welded on top of the tank to indicate proper positioning of tie-down	12.0	0	-1	413	19	11.768627790064594	8.904541863335504	88.73987135544321	10.925754392989958	0	0	-85.0	275	68	1	7	2	2		12	
	ratchet straps.  Each ratchet strap is rated at 10,000 lbs., burst strength (working load limit, WLL	ratchet straps.  Each ratchet strap is rated at 10,000 lbs., burst strength (working load limit, WLL	12.0	0	-1	414	19	11.768627790064594	10.785858077232284	88.72713575176164	12.80707060688674	0	0	-0.1	275	68	1	7	2	2		12	
	~ 3333 lbs.) and three (3) straps are required to hold the tank down to the bed of the truck or trailer.	~ 3333 lbs.) and three (3) straps are required to hold the tank down to the bed of the truck or trailer.	12.0	0	-1	415	19	11.768627790064594	12.664646572536894	88.70915431602329	14.685859102191348	0	0	-0.1	275	68	1	7	2	2		12	
	The tank must be mounted with the front (notched) portion of the lip butted up against the front	The tank must be mounted with the front (notched) portion of the lip butted up against the front	12.0	0	-1	416	19	11.768627790064594	14.543435067841502	88.70424756816789	16.564646634188566	0	0	-0.1	275	68	1	7	2	2		12	
	wall of the truck bed to reduce shift.	wall of the truck bed to reduce shift. The tanks are equipped with four (4) Inspection/Cleanout	12.0	0	-1	417	19	11.768627790064594	16.42222356314611	88.72124167049633	18.443435129493174	0	0	-0.1	275	68	1	7	2	2		12	
	Ports that are attached to the tank with lanyards (Figure 13).	Ports that are attached to the tank with lanyards (Figure 13).	12.0	0	-1	418	19	11.768627790064594	18.30101205845072	59.87418180976818	20.322223624797783	0	0	-0.1	275	68	1	7	2	2		12	
	Figure 12.	Figure 12. Close-up of the Plastic Guides for the Tie-Down Straps (three on each side).	12.0	0	-1	419	19	15.807843675800399	35.850255176274466	84.68300813163808	37.87146674262153	1	0	15.5	276	68	1	7	2	2		12	data/dod/vmds_TM/images/img0032.jpg
	Inspection/Cleanout Ports are not shown.	Inspection/Cleanout Ports are not shown.	9.960000038146973	0	-1	420	19	36.53758179907705	37.77299360795455	63.869281843596816	39.450601134637395	0	0	-0.1	276	68	1	7	2	2		12	
1.2.2.1	Inspection/Cleanout Ports	Inspection/Cleanout Ports	12.0	1	0	421	19	17.65032624886706	42.89419000799006	45.870916827831394	44.99267809318774	0	0	3.4	277	69	0	7	2	2		12	
	There are four (4) Inspection/Cleanout Ports incorporated into the tanks to be used as aids in	There are four (4) Inspection/Cleanout Ports incorporated into the tanks to be used as aids in	12.0	0	-1	422	19	11.768627790064594	45.7744983711628	84.7277672462214	47.79570993750987	0	0	0.8	278	70	1	7	2	2		12	
	their cleaning and content inspection.	their cleaning and content inspection. These ports have lanyard-attached camlock caps.	12.0	0	-1	423	19	11.768627790064594	47.65328301323785	80.4820241491779	49.674494579584916	0	0	-0.1	278	70	1	7	2	2		12	
	Figure 13.  Inspection/Cleanout Ports	Figure 13.  Inspection/Cleanout Ports	12.0	0	-1	424	19	35.32189512564466	73.0345986106179	65.6584945379519	75.05581017696497	1	0	23.4	279	71	0	7	2	2		12	data/dod/vmds_TM/images/img0033.jpg
1.2.2.1	Hopper/Blender	Hopper/Blender	9.960000038146973	1	0	425	19	17.65032624886706	75.9548919369476	35.81354228499668	77.68657954052242	0	0	0.9	280	71	0	7	2	2		12	
	The stainless-steel Hopper/Blender is 16 inches in diameter and the funnel section is 22 inches	The stainless-steel Hopper/Blender is 16 inches in diameter and the funnel section is 22 inches	12.0	0	-1	426	19	11.768627790064594	77.38686763879025	88.68365318946589	79.40807920513731	0	0	-0.3	280	71	1	7	2	2		12	
	deep.  It has a plastic lid attached with a lanyard and a perforated stainless-steel screen.  The	deep.  It has a plastic lid attached with a lanyard and a perforated stainless-steel screen.  The	12.0	0	-1	427	19	11.768627790064594	79.26565613409485	88.73987135544321	81.28686770044193	0	0	-0.1	280	71	1	7	2	2		12	
	Hopper/Blender is fed by a 1.5-inch EZLink cam-lock fitting on the White Banded Hopper Hose,	Hopper/Blender is fed by a 1.5-inch EZLink cam-lock fitting on the White Banded Hopper Hose,	12.0	0	-1	428	19	11.768627790064594	81.14444462939947	88.73791663475286	83.16565619574654	0	0	-0.1	280	71	1	7	2	2		12	
	as its primary connection; alternately, it can be fed with red banded discharge hoses or any other	as its primary connection; alternately, it can be fed with red banded discharge hoses or any other	12.0	0	-1	429	19	11.768627790064594	83.02323312470408	88.73791663475286	85.04444469105114	0	0	-0.1	280	71	1	7	2	2		12	
	1-inch diameter hose in the VMDS hose kit.  The Hopper/Blender is used to aid in mixing	1-inch diameter hose in the VMDS hose kit.  The Hopper/Blender is used to aid in mixing	12.0	0	-1	430	19	11.768627790064594	84.90202162000868	88.7271257786969	86.92323318635574	0	0	-0.1	280	71	1	7	2	2		12	
	powdered, liquid, and granular decontaminant materials into the tank.	powdered, liquid, and granular decontaminant materials into the tank. The screen is an aid in	12.0	0	-1	431	19	11.768627790064594	86.78030148901121	88.71209637012358	88.80151305535827	0	0	-0.1	280	71	1	7	2	2		12	
	<img0033>	<img0033>	-1.0	-1	-1	432	19	11.764705882352942	21.382576528221673	88.23529411764706	34.880050505050505	0	1	-67.4	281	72	0	7	2	2		12	
	<img0034>	<img0034>	-1.0	-1	-1	433	19	21.508170732485702	50.78535368948272	78.48202574486827	71.227272110756	0	1	15.9	282	72	0	7	2	2		12	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	434	20	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-66.9	283	72	0	7	2	2		12	
20			12.0	0	2	435	20	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	284	72	0	7	2	2		12	
	breaking up clumps of solid decontaminant materials.	breaking up clumps of solid decontaminant materials. Avoid sticking fingers or gloved hands into	12.0	0	-1	436	20	11.768627790064594	8.904541863335504	88.729090472452	10.925754392989958	0	0	-85.0	284	72	1	7	2	2		12	
	the holes in the screen as it may cut fingers or gloves.	the holes in the screen as it may cut fingers or gloves.	12.0	0	-1	437	20	11.768627790064594	10.785858077232284	54.795752631293404	12.80707060688674	0	0	-0.1	284	72	1	7	2	2		12	
1.2.2.2	Tank Level Inspection Port/Dipstick	Tank Level Inspection Port/Dipstick	9.960000038146973	1	0	438	20	22.062092201382505	13.702372348669805	56.48347941878574	15.434055135707663	0	0	0.9	285	73	0	7	2	2		12	
	The Tank Level Inspection Port is a capped, 2 in. diameter port located next to the Hopper/Blender.	The Tank Level Inspection Port is a capped, 2 in. diameter port located next to the Hopper/Blender.	12.0	0	-1	439	20	11.768627790064594	15.134343233975498	89.72025353924121	17.155554800322562	0	0	-0.3	285	73	1	7	2	2		12	
	The plastic cap is secured with a metal “dog tag chain” lanyard.	The plastic cap is secured with a metal “dog tag chain” lanyard. This port contains a measuring	12.0	0	-1	440	20	11.768627790064594	17.013131729280108	88.729090472452	19.03434329562717	0	0	-0.1	285	73	1	7	2	2		12	
	tape marked on the back side of the tape with increments of 100 gallons and enables visual	tape marked on the back side of the tape with increments of 100 gallons and enables visual	12.0	0	-1	441	20	11.768627790064594	18.891920224584716	88.72517105800654	20.91313179093178	0	0	-0.1	285	73	1	7	2	2		12	
	measurement of the amount of liquid in the tank.	measurement of the amount of liquid in the tank. 1 inch represents approximately 20 gallons of	12.0	0	-1	442	20	11.768627790064594	20.770708719889324	88.73595194099775	22.79192028623639	0	0	-0.1	285	73	1	7	2	2		12	
	liquid.  To measure, gently pull upwards on tape until a ‘catch’ is felt; then read the measurement.	liquid.  To measure, gently pull upwards on tape until a ‘catch’ is felt; then read the measurement.	12.0	0	-1	443	20	11.768627790064594	22.649497215193932	88.71894786560458	24.670708781541	0	0	-0.1	285	73	1	7	2	2		12	
	To secure, gently push tape back down the tube and re-cap the port; the tape may be left out to	To secure, gently push tape back down the tube and re-cap the port; the tape may be left out to	12.0	0	-1	444	20	11.768627790064594	24.52828571049854	88.72515111187704	26.549497276845607	0	0	-0.1	285	73	1	7	2	2		12	
	watch the tank level rise or fall.	watch the tank level rise or fall.	12.0	0	-1	445	20	11.768627790064594	26.407074205803152	37.047384922800504	28.428285772150215	0	0	-0.1	285	73	1	7	2	2		12	
	Figure 14.	Figure 14. Tank Level Inspection Port/Dipstick	12.0	0	-1	446	20	31.415031782162735	65.58005593039773	69.07026004167943	67.6012674967448	1	0	37.2	286	74	0	7	2	2		12	data/dod/vmds_TM/images/img0035.jpg
1.2.2.3	Agitator	Agitator	9.960000038146973	1	0	447	20	22.062092201382505	70.23898808643072	34.695895824557034	71.97067569000554	0	0	2.6	287	74	0	7	2	2		12	
	The Agitator Input is a 1 in. diameter, right-angled fitting located next to the Hopper\Blender.	The Agitator Input is a 1 in. diameter, right-angled fitting located next to the Hopper\Blender. The	12.0	0	-1	448	20	11.768627790064594	71.67096378827337	88.73986138237848	73.69217535462043	0	0	-0.3	287	74	1	7	2	2		12	
	Agitator hoses (yellow bands) attach here.  The Agitator mixes tank contents and keeps	Agitator hoses (yellow bands) attach here.  The Agitator mixes tank contents and keeps	12.0	0	-1	449	20	11.768627790064594	73.54975228357797	88.74182607613358	75.57096384992504	0	0	-0.1	287	74	1	7	2	2		12	
	concentrated decontaminant solutions mixed while the system is running.	concentrated decontaminant solutions mixed while the system is running. It is important to keep	12.0	0	-1	450	20	11.768627790064594	75.4474755489465	88.68628607855904	77.46868711529356	0	0	-0.1	287	74	1	7	2	2		12	
	the tanks agitated, especially when they contain concentrated bleach solutions or slurries.  The	the tanks agitated, especially when they contain concentrated bleach solutions or slurries.  The	12.0	0	-1	451	20	11.768627790064594	77.3262640442511	88.70130551406761	79.34747561059818	0	0	-0.1	287	74	1	7	2	2		12	
	agitator is turned off when discharging the tank and is not operable when loading the tank using	agitator is turned off when discharging the tank and is not operable when loading the tank using	12.0	0	-1	452	20	11.768627790064594	79.20505253955572	88.72124167049633	81.22626410590279	0	0	-0.1	287	74	1	7	2	2		12	
	the VMDS DRAFTING function.	the VMDS DRAFTING function.	12.0	0	-1	453	20	11.768627790064594	81.08384103486033	38.733660629372196	83.10505260120739	0	0	-0.1	287	74	1	7	2	2		12	
	<img0035>	<img0035>	-1.0	-1	-1	454	20	20.106209648980034	29.54797841081716	48.77450980392157	62.62247490160394	0	1	-53.6	288	75	0	7	2	2		12	
	<img0036>	<img0036>	-1.0	-1	-1	455	20	54.43627351249745	29.743687793461966	75.54738163168913	62.62247490160394	0	1	-32.9	289	75	0	7	2	2		12	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	456	21	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-58.2	290	75	0	7	2	2		12	
21			12.0	0	2	457	21	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	291	75	0	7	2	2		12	
1.2.2.4	Storage Basket and Cargo Net	Storage Basket and Cargo Net	12.0	1	0	458	21	17.65032624886706	8.918178442752723	49.41993663513583	11.016663638028232	0	0	-84.9	292	75	0	7	2	2		12	
	The Storage Basket is a 60 in. x 34 in. basket installed on the top of each tank and includes a cargo	The Storage Basket is a 60 in. x 34 in. basket installed on the top of each tank and includes a cargo	12.0	0	-1	459	21	11.768627790064594	10.649492283060093	88.7477201573989	12.670704812714549	0	0	-0.4	293	76	1	7	2	2		12	
	net used to secure and store hoses.  Open air storage is recommended over a closed box or trunk	net used to secure and store hoses.  Open air storage is recommended over a closed box or trunk	12.0	0	-1	460	21	11.768627790064594	12.528280778364703	88.74182607613358	14.549493308019157	0	0	-0.1	293	76	1	7	2	2		12	
	as it allows hoses to drain and dry out, minimizing deterioration and mold growth.	as it allows hoses to drain and dry out, minimizing deterioration and mold growth. The net has	12.0	0	-1	461	21	11.768627790064594	14.407069273669311	88.72517105800654	16.428280840016377	0	0	-0.1	293	76	1	7	2	2		12	
	multiple straps and quick release buckles to hold the hoses in place.	multiple straps and quick release buckles to hold the hoses in place. The Cargo Net is not shown	12.0	0	-1	462	21	11.768627790064594	16.28585776897392	88.72517105800654	18.307069335320985	0	0	-0.1	293	76	1	7	2	2		12	
	here.	here.	12.0	0	-1	463	21	11.768627790064594	18.164646264278527	16.611764945235908	20.185857830625594	0	0	-0.1	293	76	1	7	2	2		12	
	Figure 15.	Figure 15. Basket (Cargo Net is not shown)	12.0	0	-1	464	21	32.910131317338134	33.259343619298456	67.59967180638532	35.28055518564552	1	0	13.1	294	77	0	7	2	2		12	data/dod/vmds_TM/images/img0036.jpg
1.2.3	Hose Kit	Hose Kit	12.0	1	0	465	21	11.768627790064594	36.757829454210075	24.022876515107995	38.85631368617819	0	0	1.5	295	77	0	7	2	3	Hose Kit	13	
	The VMDS includes a hose kit to attach the Power Unit to the Tanks and the various discharge	The VMDS includes a hose kit to attach the Power Unit to the Tanks and the various discharge	12.0	0	-1	466	21	11.768627790064594	38.486619429154835	88.68037205116421	40.5078309955019	0	0	-0.4	296	78	1	7	2	3		13	
	functions.  There are 15 hoses in the hose kit (see Table below).	functions.  There are 15 hoses in the hose kit (see Table below).	12.0	0	-1	467	21	11.768627790064594	40.22904213028725	62.344769247217116	42.25025369663432	0	0	-0.3	296	78	1	7	2	3		13	
1.2.3.1	Description of the Hose Kit	Description of the Hose Kit	12.0	1	0	468	21	17.65032624886706	43.72752796519887	47.28267894071691	45.82601219716698	0	0	1.5	297	79	0	7	2	3		13	
	The hoses that deliver pressurized water are made of red “booster hose” material (same material	The hoses that deliver pressurized water are made of red “booster hose” material (same material	12.0	0	-1	469	21	11.768627790064594	45.70159526786419	88.71732225605086	47.37950719968237	0	0	-0.1	297	79	1	7	2	3		13	
	as on the M12A1 discharge hoses) that is durable and will withstand caustic bleach solutions.	as on the M12A1 discharge hoses) that is durable and will withstand caustic bleach solutions. The	12.0	0	-1	470	21	11.768627790064594	47.198740641276046	88.7176513671875	49.21995220762311	0	0	-0.2	297	79	1	7	2	3		13	
	larger diameter (1.5-inch) hoses have EZLink® Camlock connectors for fast and easy, one-handed	larger diameter (1.5-inch) hoses have EZLink® Camlock connectors for fast and easy, one-handed	12.0	0	-1	471	21	11.768627790064594	48.941163342408466	88.73790666168811	50.96237490875553	0	0	-0.3	297	79	1	7	2	3		13	
	installation and de-installation.	installation and de-installation. The smaller diameter (1-inch) hoses use Instalock® camlock	12.0	0	-1	472	21	11.768627790064594	50.68358604354088	88.73105516620711	52.70479760988795	0	0	-0.3	297	79	1	7	2	3		13	
	connectors.  The suction and drafting hoses are made of blue-colored, reinforced PVC to retain	connectors.  The suction and drafting hoses are made of blue-colored, reinforced PVC to retain	12.0	0	-1	473	21	11.768627790064594	52.42601259790286	88.71927697674121	54.447224164249924	0	0	-0.3	297	79	1	7	2	3		13	
	rigidity under suction.  The suction and drafting hoses are always connected with 1.5-inch	rigidity under suction.  The suction and drafting hoses are always connected with 1.5-inch	12.0	0	-1	474	21	11.768627790064594	54.17096301762745	88.74182607613358	56.19217458397451	0	0	-0.3	297	79	1	7	2	3		13	
	Instalock® camlock style connectors.  The drafting hoses have male fittings where all the other	Instalock® camlock style connectors.  The drafting hoses have male fittings where all the other	12.0	0	-1	475	21	11.768627790064594	55.91338571875987	88.69837343303207	57.93459728510693	0	0	-0.3	297	79	1	7	2	3		13	
	hoses are equipped with female fittings.	hoses are equipped with female fittings.	12.0	0	-1	476	21	11.768627790064594	57.65580841989229	44.00816774056628	59.67701998623935	0	0	-0.3	297	79	1	7	2	3		13	
1.2.3.2	Components of the Hose Kit	Components of the Hose Kit	12.0	1	0	477	21	17.65032624886706	61.15429040157434	47.67483480615554	63.25277848677202	0	0	1.5	298	80	0	7	2	3		13	
	The hose kit consists of fifteen (15) hoses (described in Section 10 of this manual), a filter basket	The hose kit consists of fifteen (15) hoses (described in Section 10 of this manual), a filter basket	12.0	0	-1	478	21	11.768627790064594	64.62550307765152	88.49379595588235	66.64671464399858	0	0	1.4	299	81	1	7	2	3		13	
	and four (4) adaptors stored in the Accessory Box with the De-Icer kit:	and four (4) adaptors stored in the Accessory Box with the De-Icer kit:	12.0	0	-1	479	21	11.768627790064594	66.36793348524306	67.81535927766289	68.38914505159012	0	0	-0.3	299	81	1	7	2	3		13	
•	One (1) 1-inch male-male adapter - to connect/extend the hoses for longer reach	One (1) 1-inch male-male adapter - to connect/extend the hoses for longer reach	12.0	0	1	480	21	20.591502719455296	69.92550474224669	86.82190140867544	72.00732760959202	0	0	1.5	300	82	2	7	2	3		13	
